Index,Unique_URLS,Total_Number_Requests,Total_Server_OK_Requests,Total_Server_Error_Requests,Total_Client_Eror_Requests,Country
15079,1,2,1,0,0,US
15080,1,2,2,0,0,US
15081,2,2,2,0,0,US
15082,2,2,2,0,0,US
15083,1,2,2,0,0,US
15084,1,2,2,0,0,US
15085,1,2,2,0,0,US
15086,2,2,0,0,2,US
15087,1,2,1,0,0,US
15088,1,2,2,0,0,US
15089,2,2,2,0,0,US
15090,2,2,1,0,1,US
15091,1,2,2,0,0,US
15092,1,2,2,0,0,US
15093,1,2,2,0,0,US
15094,2,2,1,0,0,US
15095,2,2,2,0,0,US
15096,1,2,1,0,0,US
15097,1,2,0,0,0,US
15098,2,2,0,0,2,US
15099,2,2,2,0,0,JP
15100,2,2,2,0,0,US
15101,2,2,0,0,2,US
15102,2,2,0,0,2,US
15103,2,2,1,0,0,CA
15104,1,2,2,0,0,US
15105,2,2,2,0,0,CA
15106,2,2,2,0,0,US
15107,1,2,2,0,0,US
15108,1,2,1,0,0,US
15109,1,2,2,0,0,US
15110,2,2,2,0,0,US
15111,2,2,1,0,0,US
15112,2,2,1,0,0,US
15113,1,2,2,0,0,US
15114,1,2,2,0,0,US
15115,2,2,1,0,0,US
15116,1,2,2,0,0,US
15117,1,2,2,0,0,US
15118,2,2,1,1,0,US
15119,1,2,2,0,0,US
15120,2,2,2,0,0,US
15121,2,2,0,2,0,US
15122,2,2,2,0,0,US
15123,1,2,2,0,0,US
15124,2,2,1,0,0,US
15125,2,2,0,0,2,US
15126,2,2,2,0,0,US
15127,1,2,2,0,0,US
15128,1,2,2,0,0,US
15129,1,2,0,0,0,US
15130,2,2,2,0,0,US
15131,2,2,2,0,0,US
15132,1,2,2,0,0,US
15133,2,2,2,0,0,US
15134,1,2,2,0,0,US
15135,2,2,2,0,0,US
15136,1,2,2,0,0,US
15137,1,2,2,0,0,US
15138,2,2,2,0,0,US
15139,1,2,0,0,0,US
15140,1,2,2,0,0,US
15141,1,2,2,0,0,US
15142,1,2,0,0,0,US
15143,2,2,2,0,0,US
15144,2,2,1,0,0,US
15145,2,2,2,0,0,US
15146,1,2,2,0,0,US
15147,2,2,1,0,1,US
15148,2,2,2,0,0,DE
15149,2,2,2,0,0,DE
15150,2,2,2,0,0,IT
15151,1,2,2,0,0,BR
15152,2,2,1,0,0,BR
15153,2,2,2,0,0,BR
15154,1,2,2,0,0,BR
15155,1,2,2,0,0,BR
15156,1,2,2,0,0,BR
15157,2,2,0,0,2,CO
15158,1,2,2,0,0,PE
15159,1,2,1,0,0,AR
15160,1,2,0,0,0,CU
15161,1,2,2,0,0,VE
15162,1,2,0,0,0,BR
15163,1,2,2,0,0,CR
15164,2,2,0,0,0,CO
15165,1,2,2,0,0,BR
15166,2,2,1,0,0,BR
15167,1,2,2,0,0,CN
15168,2,2,1,0,0,HK
15169,2,2,1,0,0,IN
15170,2,2,1,0,0,PK
15171,1,2,2,0,0,IN
15172,1,2,2,0,0,AU
15173,1,2,2,0,0,TH
15174,1,2,2,0,0,AU
15175,2,2,2,0,0,JP
15176,2,2,0,0,2,NC
15177,2,2,2,0,0,JP
15178,2,2,2,0,0,JP
15179,2,2,2,0,0,JP
15180,1,2,2,0,0,JP
15181,1,2,1,0,0,JP
15182,2,2,2,0,0,JP
15183,2,2,1,0,1,TH
15184,1,2,2,0,0,NZ
15185,1,2,2,0,0,TW
15186,1,2,0,0,2,ID
15187,2,2,1,0,0,TH
15188,2,2,2,0,0,AU
15189,2,2,2,0,0,AU
15190,2,2,1,0,0,AU
15191,2,2,2,0,0,AU
15192,1,2,2,0,0,AU
15193,2,2,0,0,2,BD
15194,1,2,2,0,0,HK
15195,2,2,2,0,0,KH
15196,1,2,2,0,0,ID
15197,1,2,0,0,2,ID
15198,1,2,0,0,2,ID
15199,1,2,0,0,2,ID
15200,2,2,2,0,0,ID
15201,2,2,2,0,0,ID
15202,1,2,2,0,0,MV
15203,2,2,2,0,0,MY
15204,2,2,1,0,0,PH
15205,2,2,0,0,2,SG
15206,2,2,2,0,0,SG
15207,2,2,2,0,0,SG
15208,2,2,2,0,0,ID
15209,1,2,2,0,0,AU
15210,2,2,2,0,0,JP
15211,1,2,0,2,0,MY
15212,2,2,2,0,0,AU
15213,1,2,0,0,0,PH
15214,2,2,2,0,0,JP
15215,2,2,2,0,0,JP
15216,2,2,2,0,0,JP
15217,1,2,1,0,0,JP
15218,1,2,2,0,0,JP
15219,2,2,2,0,0,KH
15220,2,2,1,0,0,IN
15221,2,2,2,0,0,AU
15222,2,2,2,0,0,KR
15223,2,2,2,0,0,AU
15224,2,2,2,0,0,AU
15225,2,2,2,0,0,MM
15226,2,2,1,0,0,MM
15227,2,2,1,0,0,HK
15228,2,2,0,0,1,CN
15229,2,2,1,0,0,CA
15230,2,2,2,0,0,US
15231,1,2,2,0,0,NL
15232,2,2,1,0,1,US
15233,2,2,2,0,0,US
15234,2,2,1,0,0,CA
15235,1,2,2,0,0,US
15236,1,2,2,0,0,US
15237,2,2,2,0,0,US
15238,1,2,2,0,0,US
15239,1,2,0,0,0,US
15240,1,2,2,0,0,US
15241,2,2,2,0,0,US
15242,2,2,0,0,0,US
15243,1,2,0,0,0,CA
15244,2,2,2,0,0,US
15245,1,2,1,0,0,US
15246,2,2,2,0,0,US
15247,2,2,1,0,1,US
15248,2,2,2,0,0,US
15249,2,2,1,0,0,US
15250,2,2,0,0,0,CA
15251,2,2,2,0,0,US
15252,1,2,2,0,0,CA
15253,2,2,1,0,0,US
15254,2,2,2,0,0,US
15255,2,2,1,0,0,US
15256,2,2,1,0,0,US
15257,1,2,2,0,0,US
15258,1,2,2,0,0,CA
15259,2,2,0,0,2,CA
15260,2,2,2,0,0,US
15261,2,2,2,0,0,US
15262,2,2,2,0,0,US
15263,2,2,1,0,0,CA
15264,2,2,0,0,2,US
15265,2,2,0,0,2,US
15266,2,2,2,0,0,US
15267,1,2,2,0,0,US
15268,1,2,2,0,0,US
15269,1,2,2,0,0,US
15270,2,2,1,0,0,US
15271,2,2,1,0,0,US
15272,1,2,2,0,0,US
15273,2,2,2,0,0,US
15274,1,2,2,0,0,US
15275,1,2,2,0,0,US
15276,2,2,2,0,0,US
15277,2,2,1,0,0,US
15278,2,2,1,0,0,US
15279,2,2,2,0,0,US
15280,2,2,2,0,0,US
15281,2,2,2,0,0,US
15282,2,2,2,0,0,US
15283,2,2,2,0,0,US
15284,2,2,1,0,0,US
15285,1,2,2,0,0,US
15286,1,2,1,0,0,CN
15287,1,2,2,0,0,JP
15288,2,2,2,0,0,JP
15289,2,2,2,0,0,JP
15290,2,2,2,0,0,JP
15291,1,2,0,0,2,CN
15292,2,2,2,0,0,JP
15293,1,2,1,0,0,JP
15294,2,2,2,0,0,JP
15295,2,2,2,0,0,JP
15296,2,2,2,0,0,JP
15297,2,2,2,0,0,JP
15298,2,2,2,0,0,JP
15299,1,2,1,0,0,JP
15300,2,2,1,0,0,TW
15301,2,2,1,0,1,NZ
15302,1,2,2,0,0,TW
15303,2,2,2,0,0,ID
15304,1,2,1,0,0,HK
15305,2,2,1,0,0,CN
15306,2,2,1,0,0,CN
15307,2,2,1,0,0,MY
15308,1,2,1,0,0,JP
15309,2,2,2,0,0,JP
15310,1,2,2,0,0,CN
15311,2,2,2,0,0,SA
15312,2,2,2,0,0,GB
15313,2,2,2,0,0,GB
15314,2,2,1,0,0,GB
15315,2,2,2,0,0,GB
15316,2,2,1,0,0,TR
15317,2,2,2,0,0,TR
15318,1,2,2,0,0,TR
15319,2,2,1,0,0,IT
15320,2,2,1,0,0,DE
15321,2,2,2,0,0,SA
15322,2,2,2,0,0,SA
15323,2,2,1,0,0,NL
15324,1,2,2,0,0,DE
15325,2,2,0,0,0,LU
15326,2,2,1,0,0,ES
15327,2,2,0,0,2,IT
15328,2,2,2,0,0,KZ
15329,2,2,1,0,0,CH
15330,2,2,2,0,0,DE
15331,2,2,0,0,0,DE
15332,2,2,2,0,0,TR
15333,1,2,0,0,2,US
15334,2,2,0,0,0,US
15335,1,2,2,0,0,US
15336,2,2,1,0,0,US
15337,1,2,2,0,0,US
15338,1,2,2,0,0,US
15339,2,2,1,0,0,US
15340,2,2,1,0,0,US
15341,1,2,2,0,0,US
15342,2,2,1,0,0,US
15343,1,2,2,0,0,US
15344,2,2,1,0,0,US
15345,1,2,2,0,0,NO
15346,2,2,1,0,1,RS
15347,2,2,2,0,0,RU
15348,1,2,1,0,0,HK
15349,1,2,2,0,0,HK
15350,2,2,2,0,0,HK
15351,2,2,2,0,0,JP
15352,2,2,2,0,0,CN
15353,2,2,2,0,0,JP
15354,2,2,2,0,0,JP
15355,2,2,1,0,0,CN
15356,2,2,2,0,0,JP
15357,2,2,2,0,0,JP
15358,1,2,0,0,2,CN
15359,2,2,2,0,0,CN
15360,1,2,2,0,0,TW
15361,2,2,0,0,0,MY
15362,2,2,2,0,0,JP
15363,1,2,0,0,0,IN
15364,2,2,2,0,0,JP
15365,2,2,2,0,0,JP
15366,2,2,1,0,0,CN
15367,2,2,1,0,1,KR
15368,2,2,0,0,2,CN
15369,1,2,2,0,0,KR
15370,2,2,2,0,0,US
15371,2,2,1,0,0,US
15372,2,2,2,0,0,US
15373,2,2,0,0,0,US
15374,2,2,1,0,0,US
15375,2,2,2,0,0,US
15376,2,2,2,0,0,US
15377,1,2,0,0,0,US
15378,2,2,0,0,0,US
15379,1,2,2,0,0,US
15380,1,2,2,0,0,US
15381,1,2,2,0,0,US
15382,1,2,0,0,0,US
15383,1,2,2,0,0,US
15384,2,2,2,0,0,US
15385,2,2,1,0,0,CA
15386,2,2,1,0,0,CA
15387,2,2,1,0,0,CA
15388,2,2,2,0,0,US
15389,2,2,2,0,0,US
15390,2,2,1,0,0,US
15391,1,2,0,0,0,US
15392,2,2,1,0,0,CA
15393,1,2,0,0,2,US
15394,2,2,1,1,0,US
15395,2,2,2,0,0,AU
15396,2,2,2,0,0,CN
15397,2,2,2,0,0,SE
15398,2,2,1,0,1,UA
15399,2,2,0,0,2,NL
15400,2,2,1,0,0,NL
15401,1,2,1,1,0,US
15402,1,2,2,0,0,ID
15403,1,2,2,0,0,ID
15404,1,2,2,0,0,IT
15405,2,2,2,0,0,FR
15406,1,2,1,0,0,DE
15407,2,2,1,0,0,DE
15408,2,2,1,0,0,DE
15409,1,2,0,0,0,DE
15410,1,2,1,0,0,US
15411,1,2,1,0,0,US
15412,2,2,1,0,0,US
15413,2,2,1,0,0,US
15414,2,2,0,0,1,US
15415,2,2,2,0,0,US
15416,2,2,2,0,0,US
15417,2,2,0,0,1,US
15418,2,2,2,0,0,US
15419,1,2,0,0,2,MD
15420,2,2,1,0,0,IQ
15421,1,2,0,0,0,IQ
15422,2,2,0,0,0,IQ
15423,2,2,0,0,0,IQ
15424,2,2,1,0,0,DE
15425,1,2,0,2,0,SK
15426,2,2,2,0,0,SK
15427,1,2,0,2,0,SK
15428,2,2,0,0,0,CA
15429,1,2,1,0,0,US
15430,1,2,0,0,0,GB
15431,2,2,1,0,1,ZA
15432,2,2,1,0,0,TZ
15433,2,2,2,0,0,BW
15434,2,2,1,0,0,EG
15435,1,2,1,0,0,EG
15436,2,2,0,0,0,ZA
15437,2,2,1,0,1,BW
15438,1,2,0,0,0,CN
15439,1,2,0,0,0,BD
15440,2,2,1,0,0,US
15441,1,2,2,0,0,US
15442,2,2,2,0,0,US
15443,1,2,2,0,0,US
15444,1,2,2,0,0,US
15445,1,2,1,0,0,US
15446,2,2,2,0,0,US
15447,1,2,0,1,0,US
15448,2,2,2,0,0,US
15449,1,2,2,0,0,US
15450,1,2,0,1,0,US
15451,1,2,2,0,0,US
15452,1,2,0,2,0,US
15453,2,2,2,0,0,US
15454,1,2,2,0,0,US
15455,2,2,0,0,2,US
15456,2,2,2,0,0,US
15457,2,2,1,0,0,US
15458,1,2,2,0,0,US
15459,2,2,2,0,0,US
15460,2,2,0,0,2,US
15461,2,2,2,0,0,US
15462,1,2,2,0,0,US
15463,2,2,0,0,2,US
15464,1,2,2,0,0,US
15465,2,2,2,0,0,US
15466,2,2,2,0,0,US
15467,2,2,2,0,0,US
15468,2,2,0,0,2,US
15469,2,2,2,0,0,US
15470,1,2,2,0,0,US
15471,1,2,2,0,0,IN
15472,2,2,1,0,0,RU
15473,2,2,2,0,0,NL
15474,1,2,2,0,0,IS
15475,1,2,0,0,2,IR
15476,1,2,2,0,0,FR
15477,2,2,2,0,0,DE
15478,1,2,2,0,0,DE
15479,2,2,0,0,1,IR
15480,2,2,0,0,2,RU
15481,2,2,2,0,0,DE
15482,2,2,2,0,0,DE
15483,2,2,0,0,1,DE
15484,1,2,0,0,2,US
15485,1,2,1,0,0,US
15486,2,2,2,0,0,US
15487,1,2,0,0,0,IN
15488,2,2,1,0,1,FR
15489,2,2,2,0,0,AU
15490,1,2,1,0,0,PL
15491,2,2,1,0,1,RO
15492,1,2,2,0,0,RO
15493,2,2,2,0,0,RO
15494,2,2,2,0,0,RU
15495,2,2,2,0,0,RU
15496,2,2,2,0,0,RU
15497,2,2,2,0,0,RU
15498,2,2,1,0,0,RU
15499,1,2,2,0,0,RU
15500,2,2,1,0,0,RU
15501,2,2,2,0,0,RU
15502,2,2,1,0,0,RU
15503,2,2,2,0,0,RU
15504,2,2,2,0,0,US
15505,1,2,0,0,0,US
15506,1,2,2,0,0,US
15507,2,2,1,0,0,US
15508,2,2,2,0,0,US
15509,1,2,2,0,0,US
15510,1,2,2,0,0,US
15511,2,2,2,0,0,US
15512,1,2,2,0,0,US
15513,2,2,2,0,0,US
15514,2,2,1,0,0,US
15515,1,2,2,0,0,US
15516,2,2,2,0,0,US
15517,2,2,2,0,0,US
15518,1,2,0,0,0,US
15519,1,2,1,0,0,US
15520,2,2,2,0,0,US
15521,1,2,1,0,0,US
15522,1,2,2,0,0,US
15523,2,2,2,0,0,US
15524,2,2,1,0,0,US
15525,2,2,2,0,0,US
15526,1,2,2,0,0,US
15527,2,2,2,0,0,US
15528,2,2,1,1,0,US
15529,2,2,2,0,0,US
15530,2,2,2,0,0,US
15531,2,2,2,0,0,US
15532,1,2,2,0,0,US
15533,2,2,2,0,0,US
15534,2,2,2,0,0,US
15535,2,2,2,0,0,TH
15536,1,2,2,0,0,AU
15537,2,2,2,0,0,CN
15538,2,2,2,0,0,IN
15539,1,2,0,0,0,IN
15540,1,2,0,0,2,CN
15541,2,2,2,0,0,CN
15542,1,2,2,0,0,CN
15543,2,2,2,0,0,MY
15544,2,2,1,0,0,CN
15545,1,2,0,0,2,TH
15546,1,2,0,0,2,IN
15547,1,2,0,0,2,CN
15548,2,2,1,0,0,CN
15549,1,2,2,0,0,KR
15550,2,2,2,0,0,CN
15551,2,2,1,0,0,CN
15552,2,2,1,0,0,CN
15553,1,2,2,0,0,NZ
15554,1,2,0,0,2,AU
15555,1,2,2,0,0,JP
15556,1,2,2,0,0,CN
15557,1,2,2,0,0,CN
15558,2,2,1,0,0,CN
15559,1,2,2,0,0,CN
15560,2,2,1,0,0,CN
15561,2,2,0,0,2,CN
15562,1,2,2,0,0,CN
15563,2,2,2,0,0,TW
15564,1,2,2,0,0,TW
15565,2,2,1,0,0,TW
15566,2,2,2,0,0,TW
15567,1,2,2,0,0,TW
15568,2,2,2,0,0,TW
15569,1,2,0,0,2,TW
15570,1,2,2,0,0,TW
15571,2,2,2,0,0,TW
15572,2,2,2,0,0,TW
15573,1,2,2,0,0,TW
15574,2,2,1,0,0,TW
15575,2,2,1,0,0,TW
15576,2,2,1,0,0,TW
15577,1,2,2,0,0,TW
15578,1,2,2,0,0,TW
15579,1,2,0,0,0,JP
15580,2,2,1,0,0,CN
15581,2,2,2,0,0,KR
15582,1,2,2,0,0,AU
15583,2,2,2,0,0,RU
15584,1,2,2,0,0,RU
15585,2,2,2,0,0,GB
15586,1,2,0,0,2,BE
15587,2,2,0,0,1,ES
15588,1,2,2,0,0,DE
15589,1,2,2,0,0,US
15590,1,2,2,0,0,US
15591,2,2,2,0,0,US
15592,1,2,2,0,0,US
15593,1,2,2,0,0,US
15594,2,2,1,0,0,US
15595,2,2,2,0,0,US
15596,1,2,0,0,0,YE
15597,2,2,0,0,0,US
15598,2,2,1,1,0,US
15599,2,2,2,0,0,US
15600,2,2,1,0,0,US
15601,2,2,1,0,0,US
15602,2,2,1,0,1,US
15603,2,2,2,0,0,US
15604,1,2,2,0,0,US
15605,2,2,2,0,0,US
15606,2,2,2,0,0,US
15607,2,2,1,1,0,US
15608,2,2,1,0,0,US
15609,1,2,1,0,0,US
15610,1,2,1,0,1,US
15611,1,2,2,0,0,US
15612,2,2,2,0,0,US
15613,1,2,0,0,0,US
15614,2,2,2,0,0,US
15615,2,2,1,0,0,US
15616,1,2,1,0,0,US
15617,2,2,2,0,0,US
15618,2,2,1,0,0,US
15619,2,2,2,0,0,US
15620,2,2,2,0,0,US
15621,2,2,0,0,1,US
15622,1,2,2,0,0,SG
15623,2,2,1,0,0,SG
15624,2,2,1,0,0,SG
15625,2,2,2,0,0,US
15626,2,2,2,0,0,SG
15627,2,2,1,0,0,SG
15628,2,2,2,0,0,SG
15629,2,2,1,0,0,SG
15630,2,2,1,0,0,SG
15631,2,2,0,0,2,US
15632,1,2,2,0,0,US
15633,2,2,2,0,0,US
15634,2,2,2,0,0,US
15635,1,2,2,0,0,US
15636,2,2,2,0,0,US
15637,2,2,2,0,0,US
15638,1,2,0,0,0,US
15639,1,2,0,0,2,US
15640,1,2,2,0,0,US
15641,1,2,2,0,0,CA
15642,1,2,2,0,0,US
15643,2,2,2,0,0,US
15644,1,2,2,0,0,US
15645,1,2,2,0,0,US
15646,2,2,2,0,0,US
15647,2,2,2,0,0,US
15648,2,2,2,0,0,US
15649,1,2,0,0,0,US
15650,2,2,2,0,0,US
15651,2,2,2,0,0,CN
15652,2,2,2,0,0,US
15653,2,2,1,0,0,US
15654,2,2,2,0,0,US
15655,2,2,2,0,0,US
15656,2,2,1,0,0,US
15657,2,2,2,0,0,US
15658,2,2,1,0,1,US
15659,2,2,0,1,0,US
15660,2,2,2,0,0,US
15661,2,2,2,0,0,US
15662,2,2,1,0,0,US
15663,2,2,1,0,0,US
15664,2,2,2,0,0,US
15665,2,2,0,0,0,US
15666,2,2,2,0,0,US
15667,2,2,2,0,0,US
15668,1,2,0,0,0,US
15669,2,2,2,0,0,US
15670,2,2,1,0,0,US
15671,2,2,2,0,0,US
15672,2,2,2,0,0,US
15673,2,2,2,0,0,US
15674,2,2,1,0,0,US
15675,2,2,2,0,0,US
15676,2,2,2,0,0,US
15677,2,2,2,0,0,US
15678,1,2,2,0,0,US
15679,2,2,2,0,0,FI
15680,2,2,1,0,0,FI
15681,1,2,2,0,0,FI
15682,2,2,1,0,0,FI
15683,2,2,2,0,0,FI
15684,2,2,2,0,0,FI
15685,2,2,2,0,0,FI
15686,2,2,2,0,0,FI
15687,1,2,0,0,0,FI
15688,1,2,0,0,0,FI
15689,1,2,2,0,0,FI
15690,1,2,2,0,0,FI
15691,2,2,0,0,0,FI
15692,2,2,2,0,0,US
15693,2,2,1,0,0,US
15694,1,2,2,0,0,US
15695,2,2,2,0,0,US
15696,2,2,2,0,0,US
15697,2,2,2,0,0,US
15698,2,2,2,0,0,US
15699,1,2,2,0,0,US
15700,2,2,2,0,0,US
15701,2,2,1,1,0,US
15702,2,2,1,0,0,US
15703,1,2,1,0,0,US
15704,2,2,2,0,0,US
15705,2,2,2,0,0,US
15706,2,2,1,0,0,US
15707,2,2,2,0,0,US
15708,2,2,2,0,0,US
15709,2,2,1,0,0,US
15710,2,2,2,0,0,NL
15711,2,2,2,0,0,NL
15712,2,2,2,0,0,NL
15713,2,2,1,0,0,NL
15714,2,2,1,0,0,NL
15715,2,2,1,0,1,NL
15716,1,2,2,0,0,NL
15717,2,2,2,0,0,NL
15718,2,2,2,0,0,NL
15719,2,2,2,0,0,NL
15720,2,2,2,0,0,NL
15721,2,2,2,0,0,NL
15722,2,2,1,0,1,NL
15723,2,2,2,0,0,NL
15724,2,2,2,0,0,NL
15725,2,2,1,0,0,NL
15726,2,2,1,0,0,NL
15727,2,2,2,0,0,US
15728,2,2,2,0,0,US
15729,1,2,2,0,0,US
15730,2,2,2,0,0,TW
15731,1,2,2,0,0,TW
15732,2,2,2,0,0,TW
15733,2,2,0,0,0,TW
15734,2,2,2,0,0,TW
15735,1,2,2,0,0,TW
15736,2,2,0,0,0,TW
15737,1,2,2,0,0,TW
15738,2,2,2,0,0,TW
15739,2,2,2,0,0,TW
15740,1,2,1,0,0,TW
15741,2,2,1,0,0,TW
15742,2,2,1,0,0,TW
15743,2,2,2,0,0,TW
15744,2,2,2,0,0,US
15745,2,2,2,0,0,US
15746,2,2,2,0,0,US
15747,2,2,1,0,0,US
15748,2,2,2,0,0,US
15749,2,2,2,0,0,US
15750,2,2,0,0,0,US
15751,2,2,0,0,0,US
15752,2,2,2,0,0,US
15753,2,2,2,0,0,US
15754,2,2,2,0,0,US
15755,2,2,2,0,0,US
15756,2,2,2,0,0,US
15757,2,2,1,0,0,US
15758,2,2,1,0,0,US
15759,1,2,2,0,0,US
15760,2,2,2,0,0,US
15761,2,2,2,0,0,US
15762,2,2,1,0,0,US
15763,2,2,2,0,0,US
15764,1,2,2,0,0,US
15765,2,2,2,0,0,US
15766,2,2,2,0,0,US
15767,1,2,2,0,0,US
15768,2,2,2,0,0,US
15769,2,2,1,0,0,US
15770,2,2,2,0,0,US
15771,2,2,2,0,0,US
15772,1,2,2,0,0,US
15773,2,2,2,0,0,US
15774,1,2,2,0,0,US
15775,2,2,2,0,0,US
15776,2,2,1,0,1,US
15777,2,2,1,0,0,US
15778,2,2,2,0,0,US
15779,2,2,0,0,0,US
15780,2,2,2,0,0,US
15781,2,2,1,0,0,US
15782,2,2,2,0,0,US
15783,1,2,0,0,0,US
15784,2,2,2,0,0,US
15785,2,2,0,0,0,US
15786,2,2,0,0,1,US
15787,2,2,2,0,0,US
15788,2,2,2,0,0,US
15789,2,2,2,0,0,US
15790,1,2,2,0,0,US
15791,1,2,2,0,0,US
15792,2,2,0,0,0,US
15793,2,2,0,0,0,US
15794,2,2,1,0,0,US
15795,2,2,1,0,0,US
15796,2,2,1,0,0,US
15797,2,2,0,1,1,US
15798,2,2,1,0,1,US
15799,2,2,0,0,0,US
15800,2,2,0,0,2,US
15801,2,2,0,0,0,US
15802,2,2,2,0,0,US
15803,2,2,0,0,2,US
15804,2,2,1,0,0,US
15805,1,2,0,2,0,US
15806,2,2,2,0,0,US
15807,2,2,2,0,0,BE
15808,2,2,1,0,0,BE
15809,2,2,2,0,0,BE
15810,2,2,2,0,0,BE
15811,2,2,0,0,0,BE
15812,2,2,1,0,0,BE
15813,2,2,2,0,0,BE
15814,2,2,2,0,0,BE
15815,2,2,2,0,0,BE
15816,2,2,1,0,0,BE
15817,2,2,2,0,0,BE
15818,2,2,1,0,0,BE
15819,2,2,2,0,0,US
15820,2,2,1,0,0,US
15821,2,2,2,0,0,US
15822,2,2,1,0,0,US
15823,1,2,0,0,2,US
15824,2,2,0,0,2,US
15825,1,2,2,0,0,US
15826,1,2,0,0,0,US
15827,1,2,2,0,0,US
15828,2,2,1,0,0,US
15829,2,2,1,0,0,US
15830,2,2,1,0,1,US
15831,1,2,2,0,0,US
15832,2,2,0,1,0,US
15833,2,2,1,0,0,US
15834,2,2,1,0,0,US
15835,2,2,0,0,0,US
15836,1,2,2,0,0,US
15837,2,2,2,0,0,CA
15838,2,2,2,0,0,US
15839,1,2,1,0,0,US
15840,1,2,2,0,0,CA
15841,2,2,2,0,0,CA
15842,1,2,2,0,0,US
15843,2,2,2,0,0,US
15844,2,2,2,0,0,US
15845,2,2,2,0,0,US
15846,2,2,2,0,0,US
15847,2,2,2,0,0,US
15848,2,2,2,0,0,US
15849,2,2,2,0,0,US
15850,2,2,2,0,0,US
15851,1,2,0,0,2,US
15852,1,2,2,0,0,US
15853,1,2,2,0,0,US
15854,1,2,2,0,0,AG
15855,1,2,2,0,0,HK
15856,1,2,2,0,0,US
15857,1,2,2,0,0,US
15858,2,2,2,0,0,US
15859,1,2,1,0,0,US
15860,2,2,2,0,0,US
15861,2,2,2,0,0,US
15862,2,2,2,0,0,US
15863,2,2,2,0,0,US
15864,1,2,2,0,0,US
15865,1,2,2,0,0,US
15866,2,2,2,0,0,US
15867,2,2,0,0,0,US
15868,2,2,2,0,0,US
15869,1,2,2,0,0,US
15870,1,2,0,0,0,US
15871,1,2,2,0,0,US
15872,1,2,2,0,0,US
15873,1,2,0,0,2,US
15874,2,2,2,0,0,US
15875,2,2,2,0,0,US
15876,1,2,2,0,0,US
15877,1,2,2,0,0,US
15878,2,2,1,0,1,US
15879,1,2,2,0,0,US
15880,2,2,0,0,0,US
15881,1,2,0,0,2,US
15882,2,2,1,0,0,US
15883,2,2,2,0,0,US
15884,1,2,2,0,0,US
15885,2,2,2,0,0,US
15886,2,2,2,0,0,US
15887,1,2,0,0,2,US
15888,1,2,2,0,0,US
15889,1,2,2,0,0,US
15890,2,2,0,0,1,US
15891,2,2,1,0,0,US
15892,1,2,2,0,0,US
15893,2,2,1,0,0,US
15894,1,2,0,0,0,US
15895,2,2,2,0,0,US
15896,1,2,2,0,0,US
15897,1,2,2,0,0,US
15898,2,2,1,0,0,US
15899,2,2,2,0,0,US
15900,2,2,2,0,0,US
15901,2,2,2,0,0,US
15902,1,2,2,0,0,US
15903,1,2,2,0,0,US
15904,2,2,2,0,0,US
15905,2,2,2,0,0,US
15906,2,2,1,0,0,US
15907,1,2,2,0,0,US
15908,1,2,0,0,2,US
15909,2,2,0,0,0,US
15910,1,2,2,0,0,US
15911,1,2,1,0,0,US
15912,2,2,1,0,1,US
15913,2,2,0,0,0,US
15914,1,2,2,0,0,US
15915,2,2,2,0,0,US
15916,2,2,1,0,0,US
15917,2,2,0,0,0,US
15918,2,2,2,0,0,US
15919,1,2,2,0,0,US
15920,2,2,0,0,0,US
15921,2,2,1,0,0,US
15922,1,2,2,0,0,US
15923,2,2,0,1,0,US
15924,2,2,0,0,0,US
15925,2,2,2,0,0,US
15926,2,2,2,0,0,US
15927,1,2,0,2,0,US
15928,2,2,2,0,0,US
15929,1,2,1,1,0,US
15930,2,2,2,0,0,US
15931,2,2,2,0,0,US
15932,2,2,2,0,0,US
15933,2,2,2,0,0,US
15934,2,2,2,0,0,US
15935,2,2,2,0,0,US
15936,2,2,2,0,0,US
15937,2,2,2,0,0,US
15938,1,2,2,0,0,US
15939,2,2,2,0,0,CA
15940,2,2,2,0,0,US
15941,2,2,1,0,0,US
15942,1,2,2,0,0,US
15943,2,2,2,0,0,US
15944,2,2,1,0,0,US
15945,2,2,0,0,0,US
15946,1,2,2,0,0,US
15947,2,2,2,0,0,US
15948,2,2,2,0,0,US
15949,1,2,2,0,0,US
15950,1,2,2,0,0,US
15951,1,2,1,0,0,GB
15952,2,2,0,0,2,US
15953,2,2,0,0,2,US
15954,2,2,0,0,1,US
15955,1,2,2,0,0,US
15956,2,2,1,0,0,CA
15957,1,2,2,0,0,US
15958,2,2,2,0,0,US
15959,1,2,1,1,0,US
15960,1,2,2,0,0,US
15961,1,2,2,0,0,RU
15962,2,2,1,0,0,RU
15963,2,2,1,0,0,DE
15964,2,2,1,0,0,DE
15965,1,2,2,0,0,DE
15966,2,2,0,0,2,RU
15967,1,2,2,0,0,PL
15968,1,2,0,0,2,HU
15969,1,2,0,0,2,DE
15970,1,2,2,0,0,DE
15971,1,2,2,0,0,DE
15972,2,2,2,0,0,US
15973,2,2,2,0,0,US
15974,2,2,1,0,0,US
15975,2,2,2,0,0,US
15976,2,2,1,0,1,US
15977,2,2,2,0,0,US
15978,2,2,2,0,0,US
15979,2,2,1,0,0,US
15980,1,2,2,0,0,US
15981,2,2,2,0,0,US
